ID,Name,Habitants,Index,Acreage,HabitantsPerSquareKm,ProsperityIndex,Province,Latitude,Longitude,BoundingBox,Frans,Nederlands,Duits,Begin,Einde
270,Arendonk,13.293,358,"55,38",240,"96,8",Antwerpen,51.3202315,5.0864557,"['51.2914104', '51.3934954', '5.029945', '5.1402503']",-,Arendonk,-,01.01.0001,31.12.9999
271,Blégny,13.292,237,"26,07",510,"106,0",Luik,50.6727185,5.7252372,"['50.6378964', '50.7074179', '5.6422621', '5.7751909']",Blégny,-,-,01.01.1977,31.12.9999
272,Boechout,13.266,504,"20,66",642,"125,8",Antwerpen,51.1596941,4.51040686514902,"['51.1295968', '51.1897156', '4.4800058', '4.5392734']",-,Boechout,-,01.01.0001,31.12.9999
273,Affligem,13.228,289,"17,70",747,"116,1",Vlaams-Brabant,50.9035063,4.1174675,"['50.8832339', '50.9326625', '4.0743031', '4.1504856']",-,Affligem,-,01.01.0001,31.12.9999
274,Bocholt,13.110,574,"59,34",221,"94,8",Limburg,51.1924818,5.59955819462679,"['51.16202', '51.2229166', '5.5336081', '5.659123']",-,Bocholt,-,01.01.0001,31.12.9999
275,Mettet,13.102,153,"116,78",112,"97,9",Namen,50.3212094,4.6584949,"['50.2612925', '50.3800531', '4.5823558', '4.7675663']",Mettet,-,-,01.01.0001,31.12.9999
276,Zandhoven,13.025,410,"40,10",325,"114,6",Antwerpen,51.2147918,4.6595103,"['51.1751122', '51.2485333', '4.6225634', '4.7426302']",-,Zandhoven,-,01.01.0001,31.12.9999
277,Esneux,12.917,423,"34,05",379,"118,1",Luik,50.5337249,5.57577274403242,"['50.503307', '50.5638675', '5.4972821', '5.612041']",Esneux,-,-,01.01.0001,31.12.9999
278,Wommelgem,12.865,860,"13,01",989,"111,5",Antwerpen,51.2031044,4.5238022,"['51.1866211', '51.2229932', '4.4821933', '4.5621361']",-,Wommelgem,-,01.01.0001,31.12.9999
279,Zelzate,12.854,360,"13,71",938,"98,9",Oost-Vlaanderen,51.2000036,3.8105002,"['51.181999', '51.2143278', '3.7650386', '3.8562032']",-,Zelzate,-,01.01.0001,31.12.9999
280,Keerbergen,12.850,557,"18,39",699,"148,8",Vlaams-Brabant,51.0049242,4.6265551,"['50.9853477', '51.0240321', '4.5985424', '4.7094896']",-,Keerbergen,-,01.01.0001,31.12.9999
281,Gavere,12.805,167,"31,35",409,"118,3",Oost-Vlaanderen,50.9293053,3.66718154097075,"['50.9180103', '50.9405891', '3.6487216', '3.7092987']",-,Gavere,-,01.01.0001,31.12.9999
282,Malmedy,12.741,158,"99,96",127,"95,2",Luik,50.4265348,6.0276059,"['50.3502602', '50.51904', '5.9695911', '6.1135626']",Malmedy,Malmedy,Malmedy,01.01.0001,31.12.9999
283,Gerpinnes,12.716,303,"47,10",270,"114,7",Henegouwen,50.3378166,4.5276771,"['50.3149205', '50.3792171', '4.457655', '4.5943447']",Gerpinnes,-,-,01.01.0001,31.12.9999
284,De Haan,12.666,581,"42,17",300,"115,2",West-Vlaanderen,51.275083,3.03169,"['51.219665', '51.3146054', '2.9842936', '3.115249']",-,De Haan,-,01.01.1977,31.12.9999
285,Herk-de-Stad,12.636,319,"42,83",295,"108,4",Limburg,50.9222911,5.18843018689534,"['50.8924257', '50.9518838', '5.1371713', '5.2299676']",Herck-la-Ville,Herk-de-Stad,Herk-de-Stad,01.01.0001,31.12.9999
286,Kortemark,12.616,114,"55,00",229,"94,7",West-Vlaanderen,51.03139765,3.03747099604352,"['51.0021134', '51.060993', '3.0060565', '3.070081']",-,Kortemark,-,01.01.0001,31.12.9999
287,Rochefort,12.611,243,"165,27",76,"89,5",Namen,50.1609485,5.2235332,"['50.0934552', '50.2382715', '5.0553812', '5.2842808']",Rochefort,-,-,01.01.0001,31.12.9999
288,Boortmeerbeek,12.516,372,"18,64",672,"130,7",Vlaams-Brabant,50.97828585,4.575800525,"['50.9582185', '50.998401', '4.551298', '4.6128738']",-,Boortmeerbeek,-,01.01.0001,31.12.9999
289,Olen,12.505,678,"23,17",540,"107,6",Antwerpen,51.1438611,4.8597257,"['51.1358304', '51.1966816', '4.8401447', '4.9267343']",-,Olen,-,01.01.0001,31.12.9999
290,Zonnebeke,12.481,123,"67,57",185,"98,4",West-Vlaanderen,50.8731885,2.9874678,"['50.8001267', '50.9288581', '2.938162', '3.0695863']",-,Zonnebeke,-,01.01.0001,31.12.9999
291,Aywaille,12.436,335,"79,97",156,"98,5",Luik,50.4734827,5.6742167,"['50.3954785', '50.5214526', '5.6238417', '5.7930427']",Aywaille,-,-,01.01.0001,31.12.9999
292,Hechtel-Eksel,12.419,513,"76,70",162,"99,9",Limburg,51.1340192,5.3780119,"['51.087636', '51.1818823', '5.2610001', '5.4375982']",-,Hechtel-Eksel,-,02.01.1977,31.12.9999
293,Laarne,12.370,141,"32,07",386,"121,1",Oost-Vlaanderen,51.0406809,3.85990354003467,"['51.0172871', '51.064098', '3.8230786', '3.8884509']",-,Laarne,-,01.01.0001,31.12.9999
294,Anderlues,12.261,381,"17,02",720,"82,8",Henegouwen,50.4079969,4.2696102,"['50.3796072', '50.4280635', '4.2278722', '4.293997']",Anderlues,-,-,01.01.0001,31.12.9999
295,Profondeville,12.220,203,"50,34",243,"109,6",Namen,50.3775772,4.8684278,"['50.3428034', '50.4109012', '4.7409161', '4.9191901']",Profondeville,-,-,01.01.0001,31.12.9999
296,Gistel,12.178,224,"42,25",288,"102,3",West-Vlaanderen,51.1582502,2.96708109482047,"['51.1343156', '51.1819048', '2.9213295', '3.0005196']",-,Gistel,-,01.01.0001,31.12.9999
297,Kinrooi,12.174,352,"54,76",222,"93,1",Limburg,51.14313325,5.74145646069855,"['51.1263992', '51.1611494', '5.698262', '5.7736298']",-,Kinrooi,-,01.01.0001,31.12.9999
298,Steenokkerzeel,12.135,334,"23,46",517,"121,9",Vlaams-Brabant,50.9093488,4.5110471,"['50.8890753', '50.9594195', '4.4577422', '4.5341245']",-,Steenokkerzeel,-,01.01.0001,31.12.9999
299,Rijkevorsel,12.060,832,"46,79",258,"99,3",Antwerpen,51.3495046,4.760708,"['51.3126022', '51.3926581', '4.7172558', '4.8278135']",-,Rijkevorsel,-,01.01.0001,31.12.9999
300,Theux,12.031,141,"83,36",144,"107,0",Luik,50.52586075,5.81989558437528,"['50.4893761', '50.562223', '5.7524126', '5.8828321']",Theux,-,-,01.01.0001,31.12.9999
301,Kampenhout,11.972,219,"33,49",357,"128,1",Vlaams-Brabant,50.94924405,4.57116308736937,"['50.9302659', '50.9681051', '4.523302', '4.6082728']",-,Kampenhout,-,01.01.0001,31.12.9999
302,Deerlijk,11.946,243,"16,82",710,"106,8",West-Vlaanderen,50.83878495,3.36227902291388,"['50.8113851', '50.8660488', '3.3238517', '3.3938386']",-,Deerlijk,-,01.01.0001,31.12.9999
303,Beyne-Heusay,11.929,312,"7,32",1.630,"88,7",Luik,50.6220566,5.6534141,"['50.611115', '50.6508573', '5.6354941', '5.6936097']",Beyne-Heusay,-,-,01.01.0001,31.12.9999
304,Veurne,11.903,107,"96,34",124,"99,8",West-Vlaanderen,51.071043,2.65488582372384,"['51.0516197', '51.0903413', '2.6009574', '2.7769063']",Furnes,Veurne,Veurne,01.01.0001,31.12.9999
305,Bernissart,11.859,144,"43,42",273,"89,2",Henegouwen,50.475502,3.6504677,"['50.4422651', '50.5146555', '3.6152205', '3.7538152']",Bernissart,-,-,01.01.0001,31.12.9999
306,Frasnes-lez-Anvaing,11.814,62,"112,44",105,"97,8",Henegouwen,50.68083725,3.62353927795887,"['50.6259107', '50.7348232', '3.4873202', '3.7314015']",Frasnes-lez-Anvaing,-,-,02.01.1977,31.12.9999
307,Chaumont-Gistoux,11.798,191,"48,09",245,"130,6",Waals-Brabant,50.6839808,4.6974182,"['50.6525109', '50.7234338', '4.6248155', '4.7704852']",Chaumont-Gistoux,-,-,01.01.0001,31.12.9999
308,Melle,11.736,418,"15,21",771,119,Oost-Vlaanderen,51.00303,3.7988833,"['50.9713514', '51.030899', '3.7630236', '3.8362315']",-,Melle,-,01.01.0001,31.12.9999
309,Wichelen,11.672,167,"22,87",510,"112,4",Oost-Vlaanderen,51.0020843,3.98064380989736,"['50.9802649', '51.0237913', '3.9562975', '4.0063422']",-,Wichelen,-,01.01.0001,31.12.9999
310,Roosdaal,11.631,211,"21,69",536,"116,5",Vlaams-Brabant,50.8341383,4.0972238,"['50.8115084', '50.8586188', '4.040669', '4.1505805']",-,Roosdaal,-,02.01.1965,31.12.9999
311,Nieuwpoort,11.621,267,"31,00",375,"107,2",West-Vlaanderen,51.14416005,2.72839560453671,"['51.1234561', '51.1648639', '2.7000052', '2.79869']",Nieuport,Nieuwpoort,Nieuwpoort,01.01.0001,31.12.9999
312,Nazareth,11.619,148,"35,19",330,"118,2",Oost-Vlaanderen,50.959802,3.5963218,"['50.9284869', '50.9882768', '3.538598', '3.678529']",-,Nazareth,-,01.01.0001,31.12.9999
313,Hemiksem,11.559,384,"5,44",2.126,"104,1",Antwerpen,51.1430192,4.3409826,"['51.1294732', '51.1615229', '4.3231508', '4.358432']",-,Hemiksem,-,01.01.0001,31.12.9999
314,Berlaar,11.527,340,"24,57",469,"108,4",Antwerpen,51.10303735,4.66403876345968,"['51.0752066', '51.1306383', '4.6051395', '4.7005561']",-,Berlaar,-,01.01.0001,31.12.9999
315,Alken,11.499,389,"28,14",409,"108,9",Limburg,50.8754731,5.3079873,"['50.8536797', '50.9103645', '5.2421351', '5.3520387']",-,Alken,-,01.01.0001,31.12.9999
316,Staden,11.489,125,"46,24",248,"95,2",West-Vlaanderen,50.97048785,3.00134062318699,"['50.9416492', '50.9993295', '2.9590661', '3.0501928']",-,Staden,-,01.01.0001,31.12.9999
317,Seneffe,11.433,110,"62,77",182,"107,0",Henegouwen,50.5293247,4.2568013,"['50.4963203', '50.6015914', '4.1862684', '4.3362831']",Seneffe,-,-,01.01.2019,31.12.9999
317,Seneffe,11.433,110,"62,77",182,"107,0",Henegouwen,50.5293247,4.2568013,"['50.4963203', '50.6015914', '4.1862684', '4.3362831']",Seneffe,-,-,01.01.0001,31.12.2018
318,Retie,11.396,432,"48,39",236,"103,5",Antwerpen,51.2675862,5.0843883,"['51.2181877', '51.297743', '5.0162812', '5.1590464']",-,Retie,-,01.01.0001,31.12.9999
319,Durbuy,11.395,144,"156,61",73,"90,4",Luxemburg,50.3524116,5.456248,"['50.2989035', '50.430377', '5.3417016', '5.6365246']",Durbuy,-,-,01.01.0001,31.12.9999
320,Virton,11.332,160,"94,49",120,"94,7",Luxemburg,49.5677263,5.5329559,"['49.5059543', '49.6394297', '5.5014019', '5.644178']",Virton,-,-,01.01.0001,31.12.9999
321,Hoeilaart,11.321,486,"20,43",554,"123,1",Vlaams-Brabant,50.7674846,4.474407,"['50.7351488', '50.7826953', '4.4052019', '4.5115336']",-,Hoeilaart,-,01.01.0001,31.12.9999
322,Farciennes,11.316,572,"10,39",1.090,"63,4",Henegouwen,50.4273228,4.553041,"['50.413497', '50.4509673', '4.5174142', '4.5797193']",Farciennes,-,-,01.01.0001,31.12.9999
323,Florennes,11.310,139,"133,55",85,"91,7",Namen,50.2514227,4.6030187,"['50.1977222', '50.323089', '4.5047793', '4.7882541']",Florennes,-,-,01.01.0001,31.12.9999
324,Libramont-Chevigny,11.276,290,"177,86",63,"97,3",Luxemburg,49.9156327,5.3762007,"['49.875493', '50.0255271', '5.291465', '5.5532116']",Libramont-Chevigny,-,-,02.01.1977,31.12.9999
325,Moorslede,11.250,143,"35,34",318,"97,8",West-Vlaanderen,50.89006565,3.07320759726416,"['50.8523123', '50.9279659', '3.0273331', '3.1174715']",-,Moorslede,-,01.01.0001,31.12.9999
326,Vosselaar,11.187,1.292,"11,85",944,"120,7",Antwerpen,51.3129153,4.8878026,"['51.2850783', '51.327181', '4.8371406', '4.914534']",-,Vosselaar,-,01.01.0001,31.12.9999
327,De Panne,11.176,874,"23,90",468,"101,2",West-Vlaanderen,51.09437775,2.58066968871412,"['51.0759279', '51.1133479', '2.5416488', '2.6176852']",La Panne,De Panne,De Panne,01.01.0001,31.12.9999
329,Grobbendonk,11.155,628,"28,36",393,"112,4",Antwerpen,51.1919904,4.7385027,"['51.1495237', '51.2162507', '4.6924603', '4.7930868']",-,Grobbendonk,-,01.01.0001,31.12.9999
330,Oud-Heverlee,11.112,459,"31,14",357,"144,4",Vlaams-Brabant,50.8372525,4.6627129,"['50.790988', '50.8522314', '4.6321112', '4.746464']",-,Oud-Heverlee,-,01.01.0001,31.12.9999
331,Kelmis,11.108,186,"18,12",613,"89,6",Luik,50.7154957,6.013341,"['50.6915553', '50.7542877', '5.9817358', '6.0616666']",La Calamine,Kelmis,Kelmis,01.01.0001,31.12.9999
332,Ingelmunster,10.996,192,"16,16",681,"101,4",West-Vlaanderen,50.92196635,3.26171897393295,"['50.896567', '50.9472718', '3.2296901', '3.2975138']",-,Ingelmunster,-,01.01.0001,31.12.9999
333,Damme,10.993,145,"89,52",123,"112,1",West-Vlaanderen,51.2553021,3.2920911130762,"['51.231586', '51.2788761', '3.2597053', '3.3342892']",-,Damme,-,01.01.0001,31.12.9999
334,Rebecq,10.979,237,"39,08",281,"101,3",Waals-Brabant,50.6645894,4.1355466,"['50.6293853', '50.7169781', '4.0917811', '4.1809909']",Rebecq,-,-,02.01.1977,31.12.9999
335,Borgloon,10.906,198,"51,12",213,"103,1",Limburg,50.8004351,5.35707001704645,"['50.7785297', '50.8222383', '5.3039619', '5.3807698']",Looz,Borgloon,Borgloon,01.01.0001,31.12.9999
336,Ham,10.897,476,"32,69",333,"102,1",Limburg,51.1054908,5.1609815,"['51.0737636', '51.1405323', '5.0949843', '5.2303645']",-,Ham,-,02.01.1977,31.12.9999
337,Meulebeke,10.860,122,"29,35",370,"98,2",West-Vlaanderen,50.9484788,3.2859605761212,"['50.9191312', '50.9779149', '3.2281729', '3.3526896']",-,Meulebeke,-,01.01.0001,31.12.9999
338,Borsbeek,10.854,2.079,"3,92",2.770,"104,9",Antwerpen,51.1928907,4.488953,"['51.1805746', '51.2038369', '4.4701749', '4.5090754']",-,Borsbeek,-,01.01.0001,31.12.9999
339,Waasmunster,10.801,201,"31,93",338,"123,3",Oost-Vlaanderen,51.1097147,4.0842158,"['51.0909356', '51.146286', '4.0122704', '4.1416769']",-,Waasmunster,-,01.01.0001,31.12.9999
341,Tielt-Winge,10.747,259,"44,16",243,"117,1",Vlaams-Brabant,50.9352867,4.9100433,"['50.8802653', '50.9632257', '4.8429537', '4.9518307']",-,Tielt-Winge,-,01.01.1977,31.12.9999
342,Aiseau-Presles,10.743,351,"22,19",484,"85,8",Henegouwen,50.4065228,4.584081,"['50.3666404', '50.4386628', '4.5303115', '4.6170433']",Aiseau-Presles,-,-,02.01.1977,31.12.9999
343,Villers-la-Ville,10.702,200,"47,45",226,"113,6",Waals-Brabant,50.579033,4.5324152,"['50.5254079', '50.6014877', '4.4535266', '4.5908744']",Villers-la-Ville,-,-,01.01.0001,31.12.9999
344,De Pinte,10.683,741,"17,98",594,"140,8",Oost-Vlaanderen,50.99270345,3.65180257596491,"['50.9712287', '51.0143512', '3.623631', '3.6846268']",-,De Pinte,-,01.01.0001,31.12.9999
345,Kasteelbrakel,10.549,276,"22,70",465,"116,0",Waals-Brabant,50.68088165,4.26666907261319,"['50.6588054', '50.7004388', '4.2376013', '4.3033516']",Braine-le-Château,Kasteelbrakel,-,01.01.0001,31.12.9999
347,Niel,10.501,313,"5,27",1.992,"100,4",Antwerpen,51.1098649,4.3303396,"['51.0951403', '51.1160405', '4.3079884', '4.3632067']",-,Niel,-,01.01.0001,31.12.9999
350,Hulshout,10.424,551,"17,35",601,"106,8",Antwerpen,51.07497005,4.79671488015621,"['51.061194', '51.0885818', '4.7668664', '4.8321233']",-,Hulshout,-,01.01.0001,31.12.9999
351,Fosses-la-Ville,10.388,223,"63,24",164,"96,2",Namen,50.3959512,4.6978935,"['50.3582784', '50.4281664', '4.5844305', '4.7989821']",Fosses-la-Ville,-,-,01.01.0001,31.12.9999
352,Jurbeke,10.383,155,"57,86",179,"109,6",Henegouwen,50.5325067,3.9113179,"['50.4886638', '50.5553709', '3.7999283', '3.9964931']",Jurbise,Jurbeke,-,01.01.0001,31.12.9999
353,Meerhout,10.361,285,"36,29",286,"104,9",Antwerpen,51.1317433,5.0772388,"['51.0980441', '51.1595502', '5.0111941', '5.1302243']",-,Meerhout,-,01.01.0001,31.12.9999
354,Sint-Lievens-Houtem,10.342,173,"26,67",388,"113,6",Oost-Vlaanderen,50.9206903,3.8601373,"['50.9025424', '50.9548297', '3.8234794', '3.9377746']",-,Sint-Lievens-Houtem,-,01.01.0001,31.12.9999
355,Spa,10.229,259,"39,85",257,"96,9",Luik,50.4920838,5.8626233,"['50.4336762', '50.5120846', '5.8153032', '5.9317147']",Spa,-,-,01.01.0001,31.12.9999
356,Avelgem,10.158,114,"21,75",467,"98,7",West-Vlaanderen,50.7754563,3.4470148,"['50.7402593', '50.8146462', '3.3901439', '3.5234452']",-,Avelgem,-,01.01.0001,31.12.9999
357,Begijnendijk,10.114,341,"17,62",574,"118,4",Vlaams-Brabant,51.02422075,4.78264222625802,"['51.0094302', '51.0389769', '4.7530552', '4.8112978']",-,Begijnendijk,-,01.01.0001,31.12.9999
358,Montigny-le-Tilleul,10.112,439,"15,10",670,"113,7",Henegouwen,50.3791631,4.3796745,"['50.3550875', '50.4042678', '4.3350667', '4.417827']",Montigny-le-Tilleul,-,-,01.01.0001,31.12.9999
359,Houthulst,10.098,148,"55,89",181,"94,1",West-Vlaanderen,50.97393945,2.94381718787169,"['50.9487062', '50.999135', '2.9219087', '2.973724']",-,Houthulst,-,01.01.0001,31.12.9999
360,Bierbeek,10.083,208,"39,73",254,"137,0",Vlaams-Brabant,50.8241245,4.77143180760294,"['50.7880884', '50.8601701', '4.6912135', '4.8157869']",-,Bierbeek,-,01.01.0001,31.12.9999
361,Holsbeek,10.019,234,"38,50",260,"125,7",Vlaams-Brabant,50.92172015,4.7557296717686,"['50.9060797', '50.9375187', '4.7156321', '4.7853378']",-,Holsbeek,-,01.01.0001,31.12.9999
362,Bertem,10.007,267,"29,75",336,"128,7",Vlaams-Brabant,50.8680644,4.6413477,"['50.8184205', '50.8909722', '4.5461659', '4.6600002']",-,Bertem,-,01.01.0001,31.12.9999
363,Erquelinnes,10.003,204,"44,23",226,"81,5",Henegouwen,50.3101002,4.1218718,"['50.2564012', '50.3496419', '4.0427878', '4.2199615']",Erquelinnes,-,-,01.01.0001,31.12.9999
364,Welkenraedt,10.002,544,"24,47",409,"98,4",Luik,50.6607788,5.9732784,"['50.6263556', '50.6994342', '5.8847187', '6.0009979']",Welkenraedt,-,-,01.01.0001,31.12.9999
365,Hooglede,9.987,125,"37,84",264,"104,5",West-Vlaanderen,50.98218015,3.06872158496388,"['50.957281', '51.0072267', '3.0184393', '3.1133849']",-,Hooglede,-,01.01.0001,31.12.9999
366,Neupré,9.923,407,"31,69",313,"130,5",Luik,50.5431751,5.4901079,"['50.5201268', '50.5717718', '5.4226823', '5.5546811']",Neupré,-,-,03.01.1977,31.12.9999
367,Huldenberg,9.921,193,"39,64",250,"124,2",Vlaams-Brabant,50.7950895,4.5828587400028,"['50.7726537', '50.8175261', '4.5553186', '4.627879']",-,Huldenberg,-,01.01.0001,31.12.9999
368,Wijnegem,9.816,902,"7,86",1.249,"115,0",Antwerpen,51.2270761,4.5225318,"['51.215625', '51.242163', '4.479944', '4.5530872']",-,Wijnegem,-,01.01.0001,31.12.9999
369,Chimay,9.805,111,"197,10",50,"83,1",Henegouwen,50.0479266,4.3173338,"['49.9417427', '50.1299353', '4.1966693', '4.4460853']",Chimay,-,-,01.01.0001,31.12.9999
370,Pepinster,9.772,311,"24,79",394,"90,7",Luik,50.5675217,5.8037101,"['50.5389028', '50.6033735', '5.7514528', '5.8554179']",Pepinster,-,-,01.01.0001,31.12.9999
371,Sankt Vith,9.722,132,"146,93",66,"98,6",Luik,50.2803881,6.1258953,"['50.2301068', '50.3528384', '5.978663', '6.3090275']",Saint-Vith,Sankt Vith,Sankt Vith,01.01.0001,31.12.9999
372,Ledegem,9.695,130,"24,76",392,"97,6",West-Vlaanderen,50.8535723,3.126416,"['50.8476974', '50.8924951', '3.0946306', '3.2085713']",-,Ledegem,-,01.01.0001,31.12.9999
373,Hoeselt,9.688,319,"30,02",323,"101,9",Limburg,50.8500788,5.4865309,"['50.8137382', '50.8884335', '5.4291176', '5.5133273']",-,Hoeselt,-,01.01.0001,31.12.9999
374,Wielsbeke,9.641,202,"21,76",443,"98,5",West-Vlaanderen,50.91140755,3.36040374889668,"['50.8953882', '50.9279264', '3.3243746', '3.388783']",-,Wielsbeke,-,01.01.0001,31.12.9999
375,Dessel,9.598,495,"27,03",355,"102,6",Antwerpen,51.2395713,5.113243,"['51.2186932', '51.2697126', '5.0499484', '5.1855713']",-,Dessel,-,01.01.0001,31.12.9999
376,Les Bons Villers,9.451,164,"42,55",222,"113,0",Henegouwen,50.5226424,4.4763492,"['50.4757489', '50.56466', '4.3729668', '4.5131967']",Les Bons Villers,-,-,02.01.1977,31.12.9999
377,Halen,9.427,326,"36,29",260,"107,0",Limburg,50.9384339,5.10739134444554,"['50.909013', '50.967728', '5.0415122', '5.1344437']",-,Halen,-,01.01.0001,31.12.9999
378,Kapelle-op-den-Bos,9.413,406,"15,25",617,"119,9",Vlaams-Brabant,51.01237055,4.35804460544657,"['50.9964979', '51.0282623', '4.3428273', '4.3903588']",-,Kapelle-op-den-Bos,-,01.01.0001,31.12.9999
379,Oudenburg,9.381,235,"35,38",265,"104,2",West-Vlaanderen,51.20118315,3.00610895201816,"['51.1780504', '51.2244607', '2.9362393', '3.0414501']",-,Oudenburg,-,01.01.0001,31.12.9999
380,Awans,9.318,240,"27,16",343,"105,1",Luik,50.6669712,5.4620018,"['50.6585351', '50.7390832', '5.4206526', '5.491373']",Awans,-,-,01.01.0001,31.12.9999
381,Perwijs,9.303,157,"50,81",183,"109,4",Waals-Brabant,50.6234469,4.8134719,"['50.5884824', '50.6796949', '4.733211', '4.8517506']",Perwez,Perwijs,-,01.01.0001,31.12.9999
382,Juprelle,9.295,238,"35,36",263,"107,9",Luik,50.7106926,5.5290689,"['50.6785182', '50.7493751', '5.4782625', '5.5994586']",Juprelle,-,-,01.01.0001,31.12.9999
383,Philippeville,9.289,150,"156,71",59,"90,8",Namen,50.196268,4.5436078,"['50.090652', '50.2314285', '4.476171', '4.729962']",Philippeville,-,-,01.01.0001,31.12.9999
384,La Bruyère,9.276,180,"52,98",175,"117,1",Namen,50.5356297,4.8275933,"['50.4868749', '50.5733553', '4.7445553', '4.8985075']",La Bruyère,-,-,03.01.1977,31.12.9999
385,Gooik,9.170,132,"39,70",231,"120,1",Vlaams-Brabant,50.7979738,4.10298406745109,"['50.7795272', '50.8164252', '4.0531028', '4.145169']",-,Gooik,-,01.01.0001,31.12.9999
386,Yvoir,9.167,229,"56,84",161,"105,6",Namen,50.3260425,4.877815,"['50.2807831', '50.3640931', '4.8537458', '5.0247884']",Yvoir,-,-,01.01.0001,31.12.9999
387,Beauraing,9.159,137,"174,55",52,"87,0",Namen,50.1101971,4.9567402,"['50.0174934', '50.1652724', '4.819088', '5.0807885']",Beauraing,-,-,01.01.0001,31.12.9999
388,Lennik,9.074,206,"30,80",295,"128,3",Vlaams-Brabant,50.8085632,4.1648626,"['50.7796631', '50.8432091', '4.1088986', '4.2116835']",-,Lennik,-,01.01.1977,31.12.9999
389,Herenthout,9.061,377,"23,55",385,"105,0",Antwerpen,51.1392427,4.7543972,"['51.1117448', '51.1646059', '4.7141128', '4.8104931']",-,Herenthout,-,01.01.0001,31.12.9999
390,Ardooie,9.056,94,"34,58",262,"103,0",West-Vlaanderen,50.9797876,3.1974259,"['50.9597876', '50.9997876', '3.1774259', '3.2174259']",-,Ardooie,-,01.01.0001,01.01.1977
390,Ardooie,9.056,94,"34,58",262,"103,0",West-Vlaanderen,50.9797876,3.1974259,"['50.9597876', '50.9997876', '3.1774259', '3.2174259']",-,Ardooie,-,01.01.1977,31.12.9999
391,Lichtervelde,8.926,149,"25,93",344,"100,8",West-Vlaanderen,51.03033065,3.14227177153376,"['50.9915884', '51.0687806', '3.0976196', '3.183481']",-,Lichtervelde,-,01.01.0001,31.12.9999
392,Orp-Jauche,8.924,125,"50,50",177,"107,0",Waals-Brabant,50.7001001,4.9889872,"['50.6395361', '50.7419849', '4.910992', '5.0172965']",Orp-Jauche,-,-,01.01.1977,31.12.9999
393,Bitsingen,8.905,123,"38,17",233,"100,0",Luik,50.7583596,5.6094772,"['50.7306901', '50.8077497', '5.5193829', '5.6873239']",Bassenge,Bitsingen,-,01.01.0001,31.12.9999
394,Bertrix,8.793,184,"137,70",64,"88,0",Luxemburg,49.8546564,5.2529266,"['49.7713996', '49.9322541', '5.1581888', '5.3664166']",Bertrix,-,-,01.01.0001,31.12.9999
395,Koekelare,8.777,156,"39,19",224,"96,5",West-Vlaanderen,51.09122995,2.96813958641654,"['51.0535536', '51.1288267', '2.9290348', '3.0145293']",-,Koekelare,-,01.01.0001,31.12.9999
396,Galmaarden,8.746,130,"34,93",250,"115,6",Vlaams-Brabant,50.7573013,3.95689999596193,"['50.7348186', '50.7797248', '3.9310356', '3.9862394']",Gammerages,Galmaarden,Galmaarden,01.01.0001,31.12.9999
397,Lint,8.718,652,"5,57",1.564,"124,0",Antwerpen,51.1268305,4.4922187,"['51.1155908', '51.1424046', '4.4722332', '4.5272758']",-,Lint,-,01.01.0001,31.12.9999
398,Le Roeulx,8.716,137,"42,80",204,"102,8",Henegouwen,50.5034034,4.112245,"['50.4626109', '50.5468161', '4.0392041', '4.1862507']",Le Roeulx,-,-,01.01.0001,31.12.9999
399,Merksplas,8.600,564,"44,56",193,"103,1",Antwerpen,51.3580597,4.8627541,"['51.336506', '51.4123307', '4.8080969', '4.933361']",-,Merksplas,-,01.01.0001,31.12.9999
400,Jalhay,8.585,182,"107,75",80,"109,8",Luik,50.5592528,5.9647526,"['50.466583', '50.5939467', '5.878022', '6.0733788']",Jalhay,-,-,01.01.0001,31.12.9999
401,Dentergem,8.555,116,"25,94",330,"100,9",West-Vlaanderen,50.96614065,3.40193622007735,"['50.9506515', '50.981693', '3.3611074', '3.4441843']",-,Dentergem,-,01.01.0001,31.12.9999
402,Schelle,8.518,583,"7,80",1.092,"114,7",Antwerpen,51.1245635,4.3361875,"['51.1127039', '51.1347163', '4.3086321', '4.3766262']",-,Schelle,-,01.01.0001,31.12.9999
403,Zoutleeuw,8.480,193,"46,73",181,"108,4",Vlaams-Brabant,50.8415653,5.11864474801466,"['50.8164529', '50.8665813', '5.0902346', '5.1487959']",Léau,Zoutleeuw,Zoutleeuw,01.01.0001,31.12.9999
404,Kortessem,8.442,227,"33,90",249,"107,4",Limburg,50.8600026,5.3865719,"['50.8077731', '50.8834474', '5.3524615', '5.4501365']",-,Kortessem,-,01.01.0001,31.12.9999
405,Sombreffe,8.440,161,"35,78",236,"102,2",Namen,50.5246589,4.6025925,"['50.4839382', '50.5696202', '4.557379', '4.6449393']",Sombreffe,-,-,01.01.0001,31.12.9999
406,Habay,8.409,114,"103,64",81,"107,6",Luxemburg,49.73558035,5.5932514325174,"['49.6868629', '49.7838008', '5.5001272', '5.7132222']",Habay,-,-,03.01.1977,31.12.9999
407,Gingelom,8.405,180,"56,49",149,"109,4",Limburg,50.7513838,5.13257894754343,"['50.7353144', '50.7675761', '5.1015377', '5.1617729']",-,Gingelom,-,01.01.0001,31.12.9999
408,Sint-Martens-Latem,8.392,340,"14,34",585,"159,0",Oost-Vlaanderen,51.020971,3.6397549,"['50.981746', '51.0353866', '3.5911288', '3.6550956']",-,Sint-Martens-Latem,-,01.01.0001,31.12.9999
