Frans,Nederlands,Duits,Begin,Einde
-,Eisden,-,01.01.0001,02.01.1971
-,Gellik,-,01.01.0001,17.05.1977
-,Genoelselderen,-,01.01.0001,02.08.1971
-,Gors-Opleeuw,-,01.01.0001,07.03.1977
-,Gotem,-,01.01.0001,07.03.1977
-,Groot-Loon,-,01.01.0001,07.03.1977
-,Grote-Spouwen,-,01.01.0001,19.03.1971
-,Guigoven,-,01.01.0001,21.04.1977
-,Gutschoven,-,01.01.0001,24.06.1971
-,Heers,-,01.01.0001,31.12.9999
-,Hees,-,01.01.0001,01.01.1971
-,Heks,-,01.01.0001,03.01.1977
-,Hendrieken,-,01.01.0001,07.03.1977
-,Henis,-,01.01.0001,14.06.1972
-,Herderen,-,01.01.0001,01.01.1977
-,Herstappe,-,01.01.0001,31.12.9999
-,Herten,-,01.01.0001,01.01.1977
-,Hoelbeek,-,01.01.0001,02.01.1977
-,Hoepertingen,-,01.01.0001,07.03.1977
-,Hoeselt,-,01.01.0001,31.12.9999
-,Horpmaal,-,01.01.0001,02.01.1971
-,Jesseren,-,01.01.0001,02.01.1971
-,Kanne,-,01.01.0001,01.01.1977
-,Kerniel,-,01.01.0001,07.03.1977
-,Kleine-Spouwen,-,01.01.0001,19.03.1971
-,Klein-Gelmen,-,01.01.0001,05.01.1971
-,Koninksem,-,01.01.0001,14.06.1972
-,Kortessem,-,01.01.0001,31.12.9999
-,Kuttekoven,-,01.01.0001,07.03.1977
-,Lanaken,-,01.01.0001,31.12.9999
-,Lanklaar,-,01.01.0001,16.04.1971
Lowaige,Lauw,Lauw,01.01.0001,03.01.1977
-,Leut,-,01.01.0001,03.01.1977
-,Mal,-,01.01.0001,03.01.1977
-,Martenslinde,-,01.01.0001,02.01.1977
-,Mechelen-aan-de-Maas,-,01.01.0001,02.01.1971
Marlinne,Mechelen-Bovelingen,Mechelen-Bovelingen,01.01.0001,01.01.1971
-,Meeswijk,-,01.01.0001,01.01.1971
-,Membruggen,-,01.01.0001,02.08.1971
-,Mettekoven,-,01.01.0001,24.06.1971
-,Millen,-,01.01.0001,01.01.1977
Mouland,Moelingen,-,01.01.0001,01.01.1977
-,Mopertingen,-,01.01.0001,02.01.1977
-,Munsterbilzen,-,01.01.0001,02.01.1977
-,Neerharen,-,01.01.0001,17.05.1977
-,Neerrepen,-,01.01.0001,14.06.1972
-,Nerem,-,01.01.0001,03.01.1977
-,Opgrimbie,-,01.01.0001,02.01.1971
-,Opheers,-,01.01.0001,24.06.1971
-,Overrepen,-,01.01.0001,02.01.1971
-,Piringen,-,01.01.0001,02.01.1971
-,Rekem,-,01.01.0001,17.05.1977
-,Remersdaal,-,01.01.0001,01.01.1977
-,Riemst,-,01.01.0001,31.12.9999
-,Rijkel,-,01.01.0001,07.03.1977
-,Rijkhoven,-,01.01.0001,19.03.1971
-,Riksingen,-,01.01.0001,14.06.1972
-,Romershoven,-,01.01.0001,19.06.1971
-,Rosmeer,-,01.01.0001,01.01.1971
Roclenge-Looz,Rukkelingen-Loon,Rukkelingen-Loon,01.01.0001,01.01.1971
Russon,Rutten,Rutten,01.01.0001,03.01.1977
-,Schalkhoven,-,01.01.0001,02.01.1977
Fouron-le-Comte,s Gravenvoeren,-,01.01.0001,01.01.1977
-,s Herenelderen,-,01.01.0001,02.08.1971
-,Sint-Huibrechts-Hern,-,01.01.0001,02.01.1977
Fouron-St-Martin,Sint-Martens-Voeren,-,01.01.0001,01.01.1977
Fouron-St-Pierre,Sint-Pieters-Voeren,-,01.01.0001,01.01.1977
Sluse,Sluizen,Sluizen,01.01.0001,03.01.1977
-,Stokkem,-,01.01.0001,16.04.1971
-,Teuven,-,01.01.0001,01.01.1977
Tongres,Tongeren,Tongeren,01.01.0001,31.12.9999
-,Uikhoven,-,01.01.0001,03.01.1977
-,Ulbeek,-,01.01.0001,01.01.1977
-,Val-Meer,-,01.01.0001,01.01.1977
-,Vechmaal,-,01.01.0001,02.01.1971
-,Veldwezelt,-,01.01.0001,17.05.1977
Fologne,Veulen,Veulen,01.01.0001,24.06.1971
-,Vliermaal,-,01.01.0001,21.04.1977
-,Vliermaalroot,-,01.01.0001,21.04.1977
-,Vlijtingen,-,01.01.0001,01.01.1977
-,Voort,-,01.01.0001,07.03.1977
-,Vreren,-,01.01.0001,03.01.1977
-,Vroenhoven,-,01.01.0001,01.01.1977
-,Vucht,-,01.01.0001,02.01.1971
-,Waltwilder,-,01.01.0001,02.01.1977
-,Wellen,-,01.01.0001,31.12.9999
-,Werm,-,01.01.0001,19.06.1971
-,Widooie,-,01.01.0001,02.01.1971
-,Wintershoven,-,01.01.0001,21.04.1977
-,Zichen-Zussen-Bolder,-,01.01.0001,01.01.1977
-,Bovelingen,-,01.01.1971,03.01.1977
-,Elderen,-,02.08.1971,03.01.1977
-,Haren,-,02.01.1971,07.03.1977
-,Kolmont,-,02.01.1971,07.03.1977
-,Maasmechelen,-,02.01.1971,31.12.9999
-,Spouwen,-,19.03.1971,02.01.1977
Fourons,Voeren,-,01.01.1977,31.12.9999
Pr.Luxembourg,Pr.Luxemburg,Pr.Luxemburg,01.01.0001,31.12.9999
Arlon,Aarlen,-,01.01.0001,31.12.9999
Athus,-,-,01.01.0001,01.01.1977
Attert,-,-,01.01.0001,31.12.9999
Aubange,-,-,01.01.0001,31.12.9999
Autelbas,-,-,01.01.0001,02.01.1977
Bonnert,-,-,01.01.0001,02.01.1977
Guirsch,-,-,01.01.0001,02.01.1977
Habergy,-,-,01.01.0001,02.01.1977
Hachy,-,-,01.01.0001,03.01.1977
Halanzy,-,-,01.01.0001,01.01.1977
Heinsch,-,-,01.01.0001,02.01.1977
Hondelange,-,-,01.01.0001,02.01.1977
Martelange,-,-,01.01.0001,31.12.9999
Meix-le-Tige,-,-,01.01.0001,01.01.1977
Messancy,-,-,01.01.0001,31.12.9999
Nobressart,-,-,01.01.0001,01.01.1977
Nothomb,-,-,01.01.0001,01.01.1977
Rachecourt,-,-,01.01.0001,01.01.1977
Selange,-,-,01.01.0001,02.01.1977
Thiaumont,-,-,01.01.0001,01.01.1977
Toernich,-,-,01.01.0001,02.01.1977
Tontelange,-,-,01.01.0001,01.01.1977
Wolkrange,-,-,01.01.0001,02.01.1977
Amberloup,-,-,01.01.0001,03.01.1977
Arbrefontaine,-,-,01.01.0001,02.01.1977
Bastogne,Bastenaken,-,01.01.0001,31.12.9999
Beho,-,-,01.01.0001,02.01.1977
Bertogne,-,-,01.01.0001,31.12.9999
Bihain,-,-,01.01.0001,02.01.1977
Bovigny,-,-,01.01.0001,02.01.1977
Cherain,-,-,01.01.0001,02.01.1977
Fauvillers,-,-,01.01.0001,31.12.9999
Flamierge,-,-,01.01.0001,03.01.1977
Grand-Halleux,-,-,01.01.0001,02.01.1977
Hollange,-,-,01.01.0001,03.01.1977
Hompré,-,-,01.01.0001,03.01.1977
Houffalize,-,-,01.01.0001,31.12.9999
Limerlé,-,-,01.01.0001,02.01.1977
Longchamps (lez-Bastogne),-,-,01.01.0001,03.01.1977
Longvilly,-,-,01.01.0001,03.01.1977
Mabompré,-,-,01.01.0001,01.01.1977
Mont (Lux.),-,-,01.01.0001,01.01.1977
Montleban,-,-,01.01.0001,02.01.1977
Morhet,-,-,01.01.0001,02.01.1971
Nadrin,-,-,01.01.0001,01.01.1977
Nives,-,-,01.01.0001,02.01.1971
Noville (lez-Bastogne),-,-,01.01.0001,03.01.1977
Petit-Thier,-,-,01.01.0001,02.01.1977
Sibret,-,-,01.01.0001,03.01.1977
Tailles,-,-,01.01.0001,01.01.1977
Tavigny,-,-,01.01.0001,01.01.1977
Tillet,-,-,01.01.0001,03.01.1977
Tintange,-,-,01.01.0001,03.01.1977
Vaux-lez-Rosières,-,-,01.01.0001,02.01.1971
Vielsalm,-,-,01.01.0001,31.12.9999
Villers-la-Bonne-Eau,-,-,01.01.0001,03.01.1977
Wardin,-,-,01.01.0001,03.01.1977
Wibrin,-,-,01.01.0001,01.01.1977
Vaux-sur-Sûre,-,-,02.01.1971,31.12.9999
Gouvy,-,-,02.01.1977,31.12.9999
Sainte-Ode,-,-,03.01.1977,31.12.9999
Amonines,-,-,01.01.0001,02.01.1977
Aye,-,-,01.01.0001,03.01.1977
Bande,-,-,01.01.0001,03.01.1977
Barvaux (lez-Durbuy),-,-,01.01.0001,02.01.1977
Beausaint,-,-,01.01.0001,03.01.1977
Beffe,-,-,01.01.0001,02.01.1977
Bende,-,-,01.01.0001,02.01.1977
Bomal (sur Ourthe),-,-,01.01.0001,02.01.1977
Borlon,-,-,01.01.0001,02.01.1977
Champlon,-,-,01.01.0001,01.01.1977
Dochamps,-,-,01.01.0001,03.01.1977
Durbuy,-,-,01.01.0001,31.12.9999
Erezée,-,-,01.01.0001,31.12.9999
Erneuville,-,-,01.01.0001,01.01.1977
Forrières,-,-,01.01.0001,03.01.1977
Grandhan,-,-,01.01.0001,03.01.1977
Grandmenil,-,-,01.01.0001,03.01.1977
Grune,-,-,01.01.0001,03.01.1977
Grupont,-,-,01.01.0001,03.01.1977
Halleux,-,-,01.01.0001,03.01.1977
Hampteau,-,-,01.01.0001,02.01.1977
Hargimont,-,-,01.01.0001,03.01.1977
Harre,-,-,01.01.0001,03.01.1977
Harsin,-,-,01.01.0001,03.01.1977
Heyd,-,-,01.01.0001,02.01.1977
Hives,-,-,01.01.0001,03.01.1977
Hodister,-,-,01.01.0001,02.01.1977
Hotton,-,-,01.01.0001,31.12.9999
Humain,-,-,01.01.0001,03.01.1977
Izier,-,-,01.01.0001,02.01.1977
La Roche-en-Ardenne,-,-,01.01.0001,31.12.9999
Lesterny,-,-,01.01.0001,03.01.1977
Malempré,-,-,01.01.0001,03.01.1977
Marche-en-Famenne,-,-,01.01.0001,31.12.9999
Marcourt,-,-,01.01.0001,03.01.1977
Marenne,-,-,01.01.0001,03.01.1977
Masbourg,-,-,01.01.0001,03.01.1977
Mormont,-,-,01.01.0001,02.01.1977
My,-,-,01.01.0001,03.01.1977
Nassogne,-,-,01.01.0001,31.12.9999
Odeigne,-,-,01.01.0001,03.01.1977
On,-,-,01.01.0001,03.01.1977
Ortho,-,-,01.01.0001,03.01.1977
Rendeux,-,-,01.01.0001,31.12.9999
Roy,-,-,01.01.0001,03.01.1977
Samrée,-,-,01.01.0001,03.01.1977
Septon,-,-,01.01.0001,02.01.1977
Soy,-,-,01.01.0001,02.01.1977
Tenneville,-,-,01.01.0001,31.12.9999
Tohogne,-,-,01.01.0001,02.01.1977
Vaux-Chavanne,-,-,01.01.0001,03.01.1977
Villers-Sainte-Gertrude,-,-,01.01.0001,02.01.1977
Waha,-,-,01.01.0001,03.01.1977
Wéris,-,-,01.01.0001,02.01.1977
Manhay,-,-,03.01.1977,31.12.9999
Anlier,-,-,01.01.0001,03.01.1977
Anloy,-,-,01.01.0001,02.01.1977
Arville,-,-,01.01.0001,03.01.1977
Assenois,-,-,01.01.0001,16.05.1977
Auby-sur-Semois,-,-,01.01.0001,02.01.1977
Awenne,-,-,01.01.0001,03.01.1977
Bagimont,-,-,01.01.0001,01.01.1965
Bellevaux (Lux.),-,-,01.01.0001,03.01.1977
Bertrix,-,-,01.01.0001,31.12.9999
Bouillon,-,-,01.01.0001,31.12.9999
Bras,-,-,01.01.0001,02.01.1977
Carlsbourg,-,-,01.01.0001,02.01.1977
Chanly,-,-,01.01.0001,03.01.1977
Corbion,-,-,01.01.0001,03.01.1977
Cugnon,-,-,01.01.0001,02.01.1977
Daverdisse,-,-,01.01.0001,31.12.9999
Dohan,-,-,01.01.0001,03.01.1977
Ebly,-,-,01.01.0001,03.01.1977
Fays-les-Veneurs,-,-,01.01.0001,02.01.1977
Framont,-,-,01.01.0001,02.01.1977
Freux,-,-,01.01.0001,02.01.1977
Gembes,-,-,01.01.0001,03.01.1977
Grandvoir,-,-,01.01.0001,16.05.1977
Grapfontaine,-,-,01.01.0001,16.05.1977
Halma,-,-,01.01.0001,03.01.1977
Hamipré,-,-,01.01.0001,16.05.1977
Hatrival,-,-,01.01.0001,03.01.1977
Haut-Fays,-,-,01.01.0001,03.01.1977
Herbeumont,-,-,01.01.0001,31.12.9999
Jehonville,-,-,01.01.0001,02.01.1977
Juseret,-,-,01.01.0001,03.01.1977
Lavacherie,-,-,01.01.0001,03.01.1977
Léglise,-,-,01.01.0001,31.12.9999
Les Hayons,-,-,01.01.0001,03.01.1977
Libin,-,-,01.01.0001,31.12.9999
Libramont,-,-,01.01.0001,02.01.1977
Lomprez,-,-,01.01.0001,03.01.1977
Longlier,-,-,01.01.0001,16.05.1977
Maissin,-,-,01.01.0001,02.01.1977
Mellier,-,-,01.01.0001,03.01.1977
Mirwart,-,-,01.01.0001,03.01.1977
Moircy,-,-,01.01.0001,02.01.1977
Neufchâteau,-,-,01.01.0001,31.12.9999
Noirefontaine,-,-,01.01.0001,03.01.1977
Nollevaux,-,-,01.01.0001,02.01.1977
Ochamps,-,-,01.01.0001,02.01.1977
Offagne,-,-,01.01.0001,02.01.1977
Opont,-,-,01.01.0001,02.01.1977
Orgeo,-,-,01.01.0001,02.01.1977
Paliseul,-,-,01.01.0001,31.12.9999
Porcheresse,-,-,01.01.0001,03.01.1977
Poupehan,-,-,01.01.0001,03.01.1977
Pussemange,-,-,01.01.0001,01.01.1965
Recogne,-,-,01.01.0001,02.01.1977
Redu,-,-,01.01.0001,02.01.1977
Remagne,-,-,01.01.0001,02.01.1977
Rochehaut,-,-,01.01.0001,03.01.1977
Sainte-Marie-Chevigny,-,-,01.01.0001,02.01.1977
Saint-Hubert,-,-,01.01.0001,31.12.9999
Saint-Médard,-,-,01.01.0001,03.01.1977
Saint-Pierre,-,-,01.01.0001,02.01.1977
Sensenruth,-,-,01.01.0001,03.01.1977
Smuid,-,-,01.01.0001,03.01.1977
Sohier,-,-,01.01.0001,03.01.1977
Straimont,-,-,01.01.0001,03.01.1977
Sugny,-,-,01.01.0001,01.02.1977
Suxy,-,-,01.01.0001,03.01.1977
Tellin,-,-,01.01.0001,31.12.9999
Tournay,-,-,01.01.0001,16.05.1977
Transinne,-,-,01.01.0001,02.01.1977
Ucimont,-,-,01.01.0001,03.01.1977
Vesqueville,-,-,01.01.0001,03.01.1977
Villance,-,-,01.01.0001,02.01.1977
Vivy,-,-,01.01.0001,03.01.1977
Wellin,-,-,01.01.0001,31.12.9999
Witry,-,-,01.01.0001,03.01.1977
Libramont-Chevigny,-,-,02.01.1977,31.12.9999
Bellefontaine (lez-Etalle),-,-,01.01.0001,02.01.1977
Bleid,-,-,01.01.0001,02.01.1977
Buzenol,-,-,01.01.0001,03.01.1977
Chantemelle,-,-,01.01.0001,03.01.1977
Chassepierre,-,-,01.01.0001,02.01.1977
Châtillon,-,-,01.01.0001,01.01.1977
Chiny,-,-,01.01.0001,31.12.9999
Dampicourt,-,-,01.01.0001,03.01.1977
Etalle,-,-,01.01.0001,31.12.9999
Ethe,-,-,01.01.0001,02.01.1977
Florenville,-,-,01.01.0001,31.12.9999
Fontenoille,-,-,01.01.0001,02.01.1977
Gérouville,-,-,01.01.0001,03.01.1977
Habay-la-Neuve,-,-,01.01.0001,03.01.1977
Habay-la-Vieille,-,-,01.01.0001,03.01.1977
Harnoncourt,-,-,01.01.0001,03.01.1977
Houdemont,-,-,01.01.0001,03.01.1977
Izel,-,-,01.01.0001,03.01.1977
Jamoigne,-,-,01.01.0001,03.01.1977
Lacuisine,-,-,01.01.0001,02.01.1977
Lamorteau,-,-,01.01.0001,03.01.1977
Latour,-,-,01.01.0001,02.01.1977
Les Bulles,-,-,01.01.0001,03.01.1977
Meix-devant-Virton,-,-,01.01.0001,31.12.9999
Muno,-,-,01.01.0001,02.01.1977
Musson,-,-,01.01.0001,31.12.9999
Mussy-la-Ville,-,-,01.01.0001,02.01.1977
Robelmont,-,-,01.01.0001,03.01.1977
Rossignol,-,-,01.01.0001,02.01.1977
Ruette,-,-,01.01.0001,02.01.1977
Rulles,-,-,01.01.0001,03.01.1977
Sainte-Cécile,-,-,01.01.0001,02.01.1977
Sainte-Marie (sur-Semois),-,-,01.01.0001,03.01.1977
Saint-Léger (Lux.),-,-,01.01.0001,31.12.9999
Saint-Mard,-,-,01.01.0001,02.01.1977
Saint-Vincent,-,-,01.01.0001,02.01.1977
Sommethonne,-,-,01.01.0001,03.01.1977
Termes,-,-,01.01.0001,03.01.1977
Tintigny,-,-,01.01.0001,31.12.9999
Torgny,-,-,01.01.0001,03.01.1977
Vance,-,-,01.01.0001,03.01.1977
Villers-devant-Orval,-,-,01.01.0001,02.01.1977
Villers-la-Loue,-,-,01.01.0001,03.01.1977
Villers-sur-Semois,-,-,01.01.0001,03.01.1977
Virton,-,-,01.01.0001,31.12.9999
Habay,-,-,03.01.1977,31.12.9999
Rouvroy,-,-,03.01.1977,31.12.9999
Pr.Namur,Pr.Namen,Pr.Namur,01.01.0001,31.12.9999
Achêne,-,-,01.01.0001,02.01.1977
Achet,-,-,01.01.0001,29.01.1977
Alle,-,-,01.01.0001,01.02.1977
Ambly,-,-,01.01.0001,03.01.1977
Anhée,-,-,01.01.0001,31.12.9999
Annevoie-Rouillon,-,-,01.01.0001,02.01.1977
Anseremme,-,-,01.01.0001,04.01.1965
Ave-et-Auffe,-,-,01.01.0001,01.01.1977
Baillamont,-,-,01.01.0001,02.01.1965
Baillonville,-,-,01.01.0001,03.01.1977
Baronville,-,-,01.01.0001,31.01.1977
Barvaux-Condroz,-,-,01.01.0001,02.01.1977
Beauraing,-,-,01.01.0001,31.12.9999
Bellefontaine,-,-,01.01.0001,05.01.1965
Bièvre,-,-,01.01.0001,31.12.9999
Bioul,-,-,01.01.0001,02.01.1977
Blaimont,-,-,01.01.0001,03.01.1977
Bohan,-,-,01.01.0001,01.02.1977
Bonsin,-,-,01.01.0001,03.01.1977
Bourseigne-Neuve,-,-,01.01.0001,03.01.1977
Bourseigne-Vieille,-,-,01.01.0001,03.01.1977
Bouvignes-sur-Meuse,-,-,01.01.0001,04.01.1965
Braibant,-,-,01.01.0001,02.01.1977
Buissonville,-,-,01.01.0001,01.01.1977
Bure,-,-,01.01.0001,03.01.1977
Celles (lez-Dinant),-,-,01.01.0001,02.01.1977
Chairière,-,-,01.01.0001,04.01.1965
Chevetogne,-,-,01.01.0001,02.01.1977
Ciergnon,-,-,01.01.0001,02.01.1977
Ciney,-,-,01.01.0001,31.12.9999
Conneux,-,-,01.01.0001,02.01.1977
Cornimont,-,-,01.01.0001,02.01.1965
Custinne,-,-,01.01.0001,02.01.1977
Dinant,-,-,01.01.0001,31.12.9999
Dion,-,-,01.01.0001,31.01.1977
Dorinne,-,-,01.01.0001,01.01.1977
Dréhance,-,-,01.01.0001,04.01.1965
Durnal,-,-,01.01.0001,01.01.1977
Emptinne,-,-,01.01.0001,29.01.1977
Eprave,-,-,01.01.0001,01.01.1977
Evrehailles,-,-,01.01.0001,29.01.1965
Falaën,-,-,01.01.0001,01.01.1977
Falmagne,-,-,01.01.0001,02.01.1977
Falmignoul,-,-,01.01.0001,02.01.1977
Felenne,-,-,01.01.0001,31.01.1977
Feschaux,-,-,01.01.0001,31.01.1977
Finnevaux,-,-,01.01.0001,02.01.1977
Flostoy,-,-,01.01.0001,02.01.1977
Focant,-,-,01.01.0001,31.01.1977
Foy-Notre-Dame,-,-,01.01.0001,02.01.1977
Froidfontaine,-,-,01.01.0001,31.01.1977
Fronville,-,-,01.01.0001,02.01.1977
Furfooz,-,-,01.01.0001,02.01.1977
Gedinne,-,-,01.01.0001,31.12.9999
Gerin,-,-,01.01.0001,01.01.1977
Godinne,-,-,01.01.0001,01.01.1977
Graide,-,-,01.01.0001,28.02.1977
Gros-Fays,-,-,01.01.0001,02.01.1965
Hamois,-,-,01.01.0001,31.12.9999
Han-sur-Lesse,-,-,01.01.0001,01.01.1977
Hastière-Lavaux,-,-,01.01.0001,03.01.1977
Hastière-par-del^,-,-,01.01.0001,03.01.1977
Haut-le-Wastia,-,-,01.01.0001,06.01.1965
Havelange,-,-,01.01.0001,31.12.9999
Heer,-,-,01.01.0001,03.01.1977
Heure,-,-,01.01.0001,03.01.1977
Hogne,-,-,01.01.0001,03.01.1977
Honnay,-,-,01.01.0001,31.01.1977
Houdremont,-,-,01.01.0001,03.01.1977
Hour,-,-,01.01.0001,02.01.1977
Houx,-,-,01.01.0001,29.01.1965
Houyet,-,-,01.01.0001,31.12.9999
Hulsonniaux,-,-,01.01.0001,02.01.1977
Javingue,-,-,01.01.0001,31.01.1977
Jemelle,-,-,01.01.0001,01.01.1977
Jeneffe (en-Condroz),-,-,01.01.0001,02.01.1977
Laforêt,-,-,01.01.0001,04.01.1965
Lavaux-Sainte-Anne,-,-,01.01.0001,01.01.1977
Leignon,-,-,01.01.0001,02.01.1977
Lessive,-,-,01.01.0001,01.01.1977
Lisogne,-,-,01.01.0001,02.01.1977
Louette-Saint-Denis,-,-,01.01.0001,01.02.1977
Louette-Saint-Pierre,-,-,01.01.0001,03.01.1977
Maffe,-,-,01.01.0001,03.01.1977
Malvoisin,-,-,01.01.0001,03.01.1977
Martouzin-Neuville,-,-,01.01.0001,31.01.1977
Méan,-,-,01.01.0001,02.01.1977
Membre,-,-,01.01.0001,04.01.1965
Mesnil-Eglise,-,-,01.01.0001,02.01.1977
Mesnil-Saint-Blaise,-,-,01.01.0001,02.01.1977
Miécret,-,-,01.01.0001,02.01.1977
Mohiville,-,-,01.01.0001,29.01.1977
Monceau-en-Ardenne,-,-,01.01.0001,28.02.1977
Mont,-,-,01.01.0001,04.01.1965
Mont-Gauthier,-,-,01.01.0001,01.01.1977
Mouzaive,-,-,01.01.0001,04.01.1965
Nafraiture,-,-,01.01.0001,01.02.1977
Naomé,-,-,01.01.0001,28.02.1977
Natoye,-,-,01.01.0001,29.01.1977
Nettinne,-,-,01.01.0001,03.01.1977
Noiseux,-,-,01.01.0001,03.01.1977
Oizy,-,-,01.01.0001,28.02.1977
Onhaye,-,-,01.01.0001,31.12.9999
Orchimont,-,-,01.01.0001,01.02.1977
Patignies,-,-,01.01.0001,03.01.1977
Pessoux,-,-,01.01.0001,02.01.1977
Petit-Fays,-,-,01.01.0001,05.01.1965
Pondrôme,-,-,01.01.0001,31.01.1977
Porcheresse (en-Condroz),-,-,01.01.0001,02.01.1977
Purnode,-,-,01.01.0001,01.01.1977
Resteigne,-,-,01.01.0001,03.01.1977
Rienne,-,-,01.01.0001,03.01.1977
Rivière,-,-,01.01.0001,02.01.1977
Rochefort,-,-,01.01.0001,31.12.9999
Sart-Custinne,-,-,01.01.0001,03.01.1977
Schaltin,-,-,01.01.0001,29.01.1977
Scy,-,-,01.01.0001,29.01.1977
Serinchamps,-,-,01.01.0001,02.01.1977
Sinsin,-,-,01.01.0001,03.01.1977
Somme-Leuze,-,-,01.01.0001,31.12.9999
Sommière,-,-,01.01.0001,01.01.1977
Sorinnes,-,-,01.01.0001,02.01.1977
Sovet,-,-,01.01.0001,02.01.1977
Spontin,-,-,01.01.0001,01.01.1977
Thynes,-,-,01.01.0001,02.01.1977
Vencimont,-,-,01.01.0001,03.01.1977
Verlée,-,-,01.01.0001,02.01.1977
Villers-sur-Lesse,-,-,01.01.0001,01.01.1977
Vonêche,-,-,01.01.0001,31.01.1977
Vresse,-,-,01.01.0001,01.02.1977
Waillet,-,-,01.01.0001,03.01.1977
Wancennes,-,-,01.01.0001,31.01.1977
Wanlin,-,-,01.01.0001,02.01.1977
Warnant,-,-,01.01.0001,06.01.1965
Waulsort,-,-,01.01.0001,03.01.1977
Wavreille,-,-,01.01.0001,01.01.1977
Weillen,-,-,01.01.0001,01.01.1977
Wiesme,-,-,01.01.0001,31.01.1977
Willerzie,-,-,01.01.0001,03.01.1977
Winenne,-,-,01.01.0001,31.01.1977
Yvoir,-,-,01.01.0001,31.12.9999
Hastière,-,-,03.01.1977,31.12.9999
Vresse-sur-Semois,-,-,01.02.1977,31.12.9999
Aische-en-Refail,-,-,01.01.0001,31.01.1977
Aisemont,-,-,01.01.0001,02.01.1977
Andenne,-,-,01.01.0001,31.12.9999
Arbre (Namur),-,-,01.01.0001,02.01.1977
Arsimont,-,-,01.01.0001,01.01.1977
Assesse,-,-,01.01.0001,31.12.9999
Auvelais,-,-,01.01.0001,01.01.1977
Balâtre,-,-,01.01.0001,02.01.1977
Beez,-,-,01.01.0001,01.01.1977
Belgrade,-,-,01.01.0001,01.01.1977
Beuzet,-,-,01.01.0001,02.01.1977
Bierwart,-,-,01.01.0001,03.01.1977
Biesme (Nam.),-,-,01.01.0001,02.01.1977
Bois-de-Villers,-,-,01.01.0001,02.01.1977
Bolinne,-,-,01.01.0001,31.01.1977
Boneffe,-,-,01.01.0001,31.01.1977
Boninne,-,-,01.01.0001,01.01.1977
Bonneville,-,-,01.01.0001,10.02.1977
Bossière,-,-,01.01.0001,02.01.1977
Bothey,-,-,01.01.0001,02.01.1977
Bouge,-,-,01.01.0001,01.01.1977
Bovesse,-,-,01.01.0001,03.01.1977
Branchon,-,-,01.01.0001,31.01.1977
Champion,-,-,01.01.0001,01.01.1977
Cognelée,-,-,01.01.0001,01.01.1977
Corroy-le-Château,-,-,01.01.0001,02.01.1977
Cortil-Wodon,-,-,01.01.0001,03.01.1977
Courrière,-,-,01.01.0001,03.01.1977
Coutisse,-,-,01.01.0001,10.02.1977
Crupet,-,-,01.01.0001,03.01.1977
Daussoulx,-,-,01.01.0001,01.01.1977
Dave,-,-,01.01.0001,01.01.1977
Denée,-,-,01.01.0001,02.01.1977
Dhuy,-,-,01.01.0001,31.01.1977
Eghezée,-,-,01.01.0001,31.12.9999
Emines,-,-,01.01.0001,03.01.1977
Ermeton-sur-Biert,-,-,01.01.0001,02.01.1977
Ernage,-,-,01.01.0001,05.01.1965
Erpent,-,-,01.01.0001,01.01.1977
Evelette,-,-,01.01.0001,03.01.1977
Falisolle,-,-,01.01.0001,01.01.1977
Faulx-les-Tombes,-,-,01.01.0001,02.01.1977
Flawinne,-,-,01.01.0001,01.01.1977
Florée,-,-,01.01.0001,03.01.1977
Floreffe,-,-,01.01.0001,31.12.9999
Floriffoux,-,-,01.01.0001,02.01.1977
Forville,-,-,01.01.0001,03.01.1977
Fosses-la-Ville,-,-,01.01.0001,31.12.9999
Franc-Waret,-,-,01.01.0001,03.01.1977
Franière,-,-,01.01.0001,02.01.1977
Furnaux,-,-,01.01.0001,02.01.1977
Gelbressée,-,-,01.01.0001,01.01.1977
Gembloux,-,-,01.01.0001,02.01.1977
Gesves,-,-,01.01.0001,31.12.9999
Goesnes,-,-,01.01.0001,03.01.1977
Grand-Leez,-,-,01.01.0001,02.01.1977
Grand-Manil,-,-,01.01.0001,05.01.1965
Graux,-,-,01.01.0001,02.01.1977
Haillot,-,-,01.01.0001,03.01.1977
Haltinne,-,-,01.01.0001,02.01.1977
Ham-sur-Sambre,-,-,01.01.0001,02.01.1977
Hanret,-,-,01.01.0001,31.01.1977
Hemptinne (lez-Eghezée),-,-,01.01.0001,03.01.1977
Hingeon,-,-,01.01.0001,03.01.1977
Isnes,-,-,01.01.0001,02.01.1977
Jallet,-,-,01.01.0001,03.01.1977
Jambes,-,-,01.01.0001,01.01.1977
Jemeppe (sur-Sambre),-,-,01.01.0001,02.01.1977
Keumiée,-,-,01.01.0001,01.01.1977
Le Roux,-,-,01.01.0001,02.01.1977
Lesve,-,-,01.01.0001,02.01.1977
Leuze (Longchamps),-,-,01.01.0001,31.01.1977
Liernu,-,-,01.01.0001,31.01.1977
Ligny,-,-,01.01.0001,01.01.1977
Lives-sur-Meuse,-,-,01.01.0001,01.01.1977
Longchamps (lez-Dhuy),-,-,01.01.0001,31.01.1977
Lonzée,-,-,01.01.0001,05.01.1965
Loyers,-,-,01.01.0001,01.01.1977
Lustin,-,-,01.01.0001,02.01.1977
Maillen,-,-,01.01.0001,03.01.1977
